id,name,brewery_type,address_1,city,state_province,postal_code,country,longitude,latitude,phone,website_url,state,processed_at
5128df48-79fc-4f0f-8b52-d06be54d0cec,(405) Brewing Co,micro,1716 Topeka St,Norman,Oklahoma,73069-8224,United States,-97.46818222,35.25738891,4058160490,http://www.405brewing.com,Oklahoma,2026-02-22 21:29:36
9c5a66c8-cc13-416f-a5d9-0a769c87d318,(512) Brewing Co,micro,407 Radam Ln Ste F200,Austin,Texas,78745-1197,United States,,,5129211545,http://www.512brewing.com,Texas,2026-02-22 21:29:36
34e8c68b-6146-453f-a4b9-1f6cd99a5ada,1 of Us Brewing Company,micro,8100 Washington Ave,Mount Pleasant,Wisconsin,53406-3920,United States,-87.883363502094,42.720108268996,2624847553,https://www.1ofusbrewing.com,Wisconsin,2026-02-22 21:29:36
1ecc330f-6275-42a5-b14e-00adbed62752,10 Torr Distilling and Brewing,micro,490 Mill St,Reno,Nevada,89502,United States,-119.7732015,39.5171702,7755307014,http://www.10torr.com,Nevada,2026-02-22 21:29:36
7531dbd8-afc9-4b5b-95bc-7ece7f2c0bf3,10-56 Brewing Company,micro,400 Brown Cir,Knox,Indiana,46534,United States,-86.627954,41.289715,6308165790,,Indiana,2026-02-22 21:29:36
4ffda196-dd59-44a5-9eeb-5f7fd4b58f5a,105 West Brewing Co,micro,1043 Park St,Castle Rock,Colorado,80109-1585,United States,-104.8667206,39.38269495,3033257321,http://www.105westbrewing.com,Colorado,2026-02-22 21:29:36
42aa37d5-8384-4ffe-8c81-7c982eff0384,10K Brewing,micro,2005 2nd Ave,Anoka,Minnesota,55303-2243,United States,-93.38952559,45.19812039,7633924753,http://10KBrew.com,Minnesota,2026-02-22 21:29:36
232e8f62-9afc-45f5-b4bc-582c26b5c43b,10th District Brewing Company,micro,491 Washington St,Abington,Massachusetts,02351-2419,United States,-70.94594149,42.10591754,7813071554,http://www.10thdistrictbrewing.com,Massachusetts,2026-02-22 21:29:36
08f78223-24f8-4b71-b381-ea19a5bd82df,11 Below Brewing Company,micro,6820 Bourgeois Rd,Houston,Texas,77066-3107,United States,-95.5186591,29.9515464,2814442337,http://www.11belowbrewing.com,Texas,2026-02-22 21:29:36
e5f3e72a-fee2-4813-82cf-f2e53b439ae6,12 Acres Brewing Company,micro,Unnamed Street,Killeshin,Laois,R93 X3X8,Ireland,-6.979343891,52.84930763,353599107299,https://12acresbrewing.ie/,Laois,2026-02-22 21:29:36
fb94830f-6196-4f59-9189-c9060b778085,12 West Brewing Company,micro,3000 E Ray Rd Bldg 6,Gilbert,Arizona,85296-7832,United States,,,6023395014,http://www.12westbrewing.com,Arizona,2026-02-22 21:29:36
0faa0fb2-fffa-416d-9eab-46f67477c8ef,12 West Brewing Company - Production Facility,micro,,Mesa,Arizona,85207,United States,-111.5860662,33.436188,,,Arizona,2026-02-22 21:29:36
d5cb896d-3e99-4e19-9693-5e06ce987e53,127 Brewing,micro,3090 Shirley Dr,Jackson,Michigan,49201-7010,United States,-84.43116792,42.28667212,5172581346,,Michigan,2026-02-22 21:29:36
50521ef7-f543-4c5d-98b1-0d0ee1a2be01,12welve Eyes Brewing,micro,141 E 4th St Ste LL2,Saint Paul,Minnesota,55101-1639,United States,,,6514938106,http://www.12welveEyes.com,Minnesota,2026-02-22 21:29:36
950180bd-29c9-46b3-ad0c-e6f09799ec7f,13 Below Brewery,micro,7391 Forbes Rd,Cincinnati,Ohio,45233-1013,United States,-84.70634815,39.12639764,5139750613,http://www.13belowbrewery.com,Ohio,2026-02-22 21:29:36
5c53b314-ebab-4e3e-89be-e4139d9318ae,1323 R & D,micro,1323 Capital Blvd 1323 R and D,Raleigh,North Carolina,27603-1117,United States,,,9199775654,http://www.1323rnd.com,North Carolina,2026-02-22 21:29:36
4788221a-a03b-458c-9084-4cadd69ade6d,14 Cannons Brewing Company,micro,31125 Via Colinas Ste 907,Westlake Village,California,91362-3974,United States,-118.802397,34.15334,8186996165,http://14cannons.com,California,2026-02-22 21:29:36
b7b68d22-5045-4501-b9bf-ec94946eaffc,14 Lakes Brewery,micro,,Crosslake,Minnesota,56442,United States,,,2186924129,,Minnesota,2026-02-22 21:29:36
6c53984f-fac1-4ea7-9c44-44e25897c71a,14th Star Brewing,micro,133 N Main St Ste 7,Saint Albans,Vermont,05478-1735,United States,,,8025285988,http://www.14thstarbrewing.com,Vermont,2026-02-22 21:29:36
284b44f8-6ccb-4cd6-8d06-f2ad882a47c3,16 Mile Brewing Co,micro,413 S Bedford St,Georgetown,Delaware,19947-1849,United States,-75.37816436,38.6788938,3022538816,http://www.16milebrewery.com,Delaware,2026-02-22 21:29:36
84bd3b3c-bd2d-4e07-bc31-b43a8c8ebf4c,1717 Brewing Co,micro,322 E Court Ave,Des Moines,Iowa,50309-2015,United States,-93.6120353,41.5872267,5152437868,http://1717brewing.com,Iowa,2026-02-22 21:29:36
84d621c4-81a5-44e6-aca7-1566c2e67cc0,1781 Brewing Company,micro,11109 Plank Rd,Spotsylvania,Virginia,22553-4258,United States,,,5408412598,,Virginia,2026-02-22 21:29:36
896f26a1-d80e-4790-9287-026a86c1799d,180 and Tapped,micro,2010 A State Ave,Coraopolis,Pennsylvania,15108,United States,-80.15020356,40.50984957,4127375273,http://www.180andtapped.com,Pennsylvania,2026-02-22 21:29:36
31935dfe-87ab-4b3c-b845-1347e78f3d98,1812 Brewery,micro,13006 Mason Road NE,Cumberland,Maryland,21502,United States,-78.7008528,39.7021475,3013382490,http://1812brewery.com/,Maryland,2026-02-22 21:29:36
46839a79-b7bf-4733-b91b-ce116d062a57,1817 Brewery,micro,100 B South Olive St,okolona,Mississippi,38860,United States,-88.750264,34.001703,6623055907,,Mississippi,2026-02-22 21:29:36
1a1b2165-73ed-40aa-b89b-56794d140f22,1840 Brewing Company,micro,342 E Ward St,Milwaukee,Wisconsin,53207-1348,United States,-87.90606942,43.00436242,4142364056,http://www.1840brewing.com,Wisconsin,2026-02-22 21:29:36
fe6b9893-b93e-43d5-a9f6-3e0c89a3f13c,1850 Brewing Company,micro,,Mariposa,California,95338,United States,-119.9036592,37.570148,,http://www.1850restaurant.com,California,2026-02-22 21:29:36
b51f3cdf-60ff-4ae1-94a7-76906c7d62eb,18th Street Brewery,micro,5725 Miller Ave,Gary,Indiana,46403-2871,United States,-87.26887786,41.59928343,,http://www.18thstreetbrewery.com,Indiana,2026-02-22 21:29:36
add7f978-942e-4d56-b209-c80837a51d69,18th Street Brewery,micro,5417 Oakley Ave,Hammond,Indiana,46320-1817,United States,-87.517422,41.61556796,,,Indiana,2026-02-22 21:29:36
dbde8235-2b55-4d8b-8b1c-438155abe104,1905 Brewing Company,micro,1301 S Chestnut St,Assumption,Illinois,62510-8504,United States,-89.0503635,39.5172564,2172549374,http://1905BrewingCompany.com,Illinois,2026-02-22 21:29:36
4f4b5b34-d572-4dff-a18f-47e507c073e6,1912 Brewing,micro,2045 N Forbes Blvd Ste 105,Tucson,Arizona,85745-1444,United States,-110.9927505,32.24673727,5202564851,http://www.1912brewing.com,Arizona,2026-02-22 21:29:36
4ccad9b9-f9cf-4d21-b6d5-ab005ee1532d,192 Brewing,micro,7324 NE 175th St,Kenmore,Washington,98028-2500,United States,-122.2415652,47.75670075,4254242337,http://www.192brewing.com,Washington,2026-02-22 21:29:36
4a09f017-db8f-42e1-a8ec-a0cd81c28761,1940's Brewing Company,micro,1337 Lincoln Ave Unit 1,Holbrook,New York,11741-2275,United States,,,6315334838,http://www.1940sbrewingcompany.com,New York,2026-02-22 21:29:36
4dcaeaa3-d7cc-4016-9392-5bde4e3a8f4d,1st Republic Brewing Co,micro,39 River Rd Ste 6,Essex Junction,Vermont,05452-3879,United States,,,8028575318,http://www.1strepublic-homebrew.com,Vermont,2026-02-22 21:29:36
9046adec-ed04-4c60-8043-4a02e9e2dabc,2 Basset Brewery,micro,202 E Main St,White Sulphur Springs,Montana,59645-9081,United States,-110.9004865,46.54807609,4065472337,http://www.2bassetbrewery.com,Montana,2026-02-22 21:29:36
8436b02b-9a06-474c-b5eb-8ff9aedf1f99,2 Dogz and A Guy Brewing,micro,228 Church St,Montrose,Pennsylvania,18801-1271,United States,-75.8800318,41.8336364,5704320069,http://2dogzandaguybrewing.com,Pennsylvania,2026-02-22 21:29:36
d30841d8-0152-469f-9a19-1b97a5f965a6,2 HALFS Brewing Distilling,micro,2 Stokes Avenue,Alexandria,NSW,2015,Australia,151.1979,-33.902839,61280680915,https://2halfs.com.au/,NSW,2026-02-22 21:29:36
6948c755-a504-42f9-88e8-d04d027731e5,2 Row Brewing,micro,6856 S 300 W,Midvale,Utah,84047-1083,United States,-111.9007652,40.5950202,8019878663,http://www.2rowbrewing.com,Utah,2026-02-22 21:29:36
fb2460bb-d6bb-4690-a700-f0b5628cc7dd,2 Silos Brewing Company,micro,9925 Discovery Blvd,Manassas,Virginia,20109,United States,,,7034202257,http://www.2silosbrewing.com,Virginia,2026-02-22 21:29:36
836cb05e-ee8f-4798-859e-fe0bedb0186a,2 Tones Brewing Co.,micro,4539 E Broad St,Whitehall,Ohio,43213-1308,United States,-82.9118174,40.0030689,,http://www.2tonesbrewingco.com,Ohio,2026-02-22 21:29:36
5cda93ce-6b16-4374-9d43-bb4383be0187,2 Witches Winery and Brewing Company,micro,209 Trade St,Danville,Virginia,24541-3545,United States,-79.42125553,36.58590349,4345492739,http://www.2witcheswinebrew.com,Virginia,2026-02-22 21:29:36
46a8ed58-5d1a-413e-871e-d2d29d6d43f0,217 Brew Works,micro,217 South St S,Wilson,North Carolina,27893-4911,United States,-77.9120318,35.7227625,2529916959,,North Carolina,2026-02-22 21:29:36
